,ProcessName,RegionName,Time,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,InterestRate,Fuel,EndUse,D10,A1,G18,F15,I22,C8,B5,I21,F16,J24,key_0,E14,B6,E13,C9,H20,J23,A3,H19,G17,C7,D12,A2,B4,D11
0,Unit,-,year,MGBP2020/PJ_a,-,MGBP2020/PJ_a,-,MGBP2020/PJ,-,PJ,%,PJ,years,-,PJ,%,-,-,-,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new,new
10,RCHGOVEN01 [RES.COOKING: .01.OVEN.GAS.],UK,2010,175.714285714286,1,8.78571428571429,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,1.11553538908557,0.1,NGA,RES.COOKING.OVENS,0.04122190247510133,0.02912405477627617,0.04767328745630479,0.0619824778167257,0.049750938210093944,0.030961106276292456,0.05940700365493817,0.04322935920475712,0.02392323175134321,0.06774577664030618,RES.COOKING,0.04322935920475712,0.03216179353120505,0.05390393070372049,0.035443825962229614,0.03338326191168345,0.04813647565502685,0.0373769324426389,0.04418829269892097,0.0531394161842944,0.03875772278578839,0.041976026431744515,0.030260551443329987,0.026660798692543942,0.026362474089977193
11,RCHHHOB01 [RES.COOKING: .01.HOB.HYDROGEN.],UK,2010,175.714285714286,1,8.78571428571429,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,0.8,0.1,HYDROGEN,RES.COOKING.HOBS,0.04122190247510133,0.02912405477627617,0.04767328745630479,0.0619824778167257,0.049750938210093944,0.030961106276292456,0.05940700365493817,0.04322935920475712,0.02392323175134321,0.06774577664030618,RES.COOKING,0.04322935920475712,0.03216179353120505,0.05390393070372049,0.035443825962229614,0.03338326191168345,0.04813647565502685,0.0373769324426389,0.04418829269892097,0.0531394161842944,0.03875772278578839,0.041976026431744515,0.030260551443329987,0.026660798692543942,0.026362474089977193
12,RCHHOVEN01 [RES.COOKING: .01.OVEN.HYDROGEN.],UK,2010,175.714285714286,1,8.78571428571429,1,0,1,100000000.0,100,100000000.0,14.0,1.0,1,1.11553538908557,0.1,HYDROGEN,RES.COOKING.OVENS,0.04122190247510133,0.02912405477627617,0.04767328745630479,0.0619824778167257,0.049750938210093944,0.030961106276292456,0.05940700365493817,0.04322935920475712,0.02392323175134321,0.06774577664030618,RES.COOKING,0.04322935920475712,0.03216179353120505,0.05390393070372049,0.035443825962229614,0.03338326191168345,0.04813647565502685,0.0373769324426389,0.04418829269892097,0.0531394161842944,0.03875772278578839,0.041976026431744515,0.030260551443329987,0.026660798692543942,0.026362474089977193
13,RCHPEA-CCG00 [RES.CHP.EXISTING-AVERAGE: .00.COMBINED-CYCLE.NGA.],UK,2010,423.684210526316,1,16.8421052631579,1,0,1,2.0,100,100000000.0,25.0,0.383762178584872,1,0.545074179608265,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
14,RCHPEA-CCG01 [RES.CHP.EXISTING-AVERAGE: .01.COMBINED-CYCLE.NGA.],UK,2010,423.684210526316,1,16.8421052631579,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,NGA,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
15,RCHPEA-CCH01 [RES.CHP.EXISTING-AVERAGE: .01.COMBINED-CYCLE.HYG.],UK,2010,423.684210526316,1,16.8421052631579,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
16,RCHPEA-FCH01 [RES.CHP.EXISTING-AVERAGE: .01.FUEL-CELL.HYG.],UK,2010,6456.04931207143,1,531.651428571429,1,0,1,100000000.0,100,100000000.0,17.0,0.383762178584872,1,0.83,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
17,RCHPEA-STW01 [RES.CHP.EXISTING-AVERAGE: .01.STEAM-TURBINE.BIOMASS.],UK,2010,534.534534534534,1,24.024024024024,1,0,1,100000000.0,100,100000000.0,25.0,0.383762178584872,1,0.8,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
18,REAIRCON00 [RES.AIR-CONDITIONER: .00.],UK,2010,162.760416666667,1,8.13802083333333,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.555555555555556,0.1,ELC,RES.COOLING,0.043134704068344604,0.03047548532733855,0.04866950182635154,0.06327770704019221,0.052059508852390135,0.018015432586425385,0.060648413968349274,0.0452353119191349,0.013920283242455412,0.06916143978837223,RES.COOLING,0.0452353119191349,0.03365418292165613,0.05640521080825789,0.03708851004278948,0.034932330555734886,0.05037013110995561,0.03911131760280975,0.045111682180186435,0.05424985460470352,0.04055618014568139,0.043923821303297576,0.031664718343394425,0.015513199601448455,0.027585760241595286
19,REAIRCON01 [RES.AIR-CONDITIONER: .01.],UK,2010,162.760416666667,1,8.13802083333333,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.555555555555556,0.1,ELC,RES.COOLING,0.043134704068344604,0.03047548532733855,0.04866950182635154,0.06327770704019221,0.052059508852390135,0.018015432586425385,0.060648413968349274,0.0452353119191349,0.013920283242455412,0.06916143978837223,RES.COOLING,0.0452353119191349,0.03365418292165613,0.05640521080825789,0.03708851004278948,0.034932330555734886,0.05037013110995561,0.03911131760280975,0.045111682180186435,0.05424985460470352,0.04055618014568139,0.043923821303297576,0.031664718343394425,0.015513199601448455,0.027585760241595286
20,REAUDVIS00 [RES.CONSUMER-ELECTRONICS: .00.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,369.940960908303,1,0.0,1,0,1,2.0,100,100000000.0,6.0,1.0,1,0.6,0.1,ELC,RES.CONSUMER-ELECTRONICS.TV,0.04550601403685109,0.03215086072894762,0.04483115603143757,0.058287277477216626,0.05492145574558375,0.015467504463361677,0.05586534498288509,0.04772210181138468,0.011951533339597701,0.06370698655544103,RES.CONSUMER-ELECTRONICS.TV,0.04772210181138468,0.03550430572109897,0.059506060612475986,0.039127433352479285,0.036852718917243746,0.053139205260244564,0.041261443802030146,0.04155392569819875,0.04997141136031604,0.04278573698028076,0.04633851261881874,0.03340547126796928,0.013319163052305892,0.02910227437244638
21,REAUDVIS01 [RES.CONSUMER-ELECTRONICS: .01.TV.DVD.SET-TOP-BOX.GAME-CONSOLE.],UK,2010,369.940960908303,1,0.0,1,0,1,100000000.0,100,100000000.0,6.0,1.0,1,0.6,0.1,ELC,RES.CONSUMER-ELECTRONICS.TV,0.04550601403685109,0.03215086072894762,0.04483115603143757,0.058287277477216626,0.05492145574558375,0.015467504463361677,0.05586534498288509,0.04772210181138468,0.011951533339597701,0.06370698655544103,RES.CONSUMER-ELECTRONICS.TV,0.04772210181138468,0.03550430572109897,0.059506060612475986,0.039127433352479285,0.036852718917243746,0.053139205260244564,0.041261443802030146,0.04155392569819875,0.04997141136031604,0.04278573698028076,0.04633851261881874,0.03340547126796928,0.013319163052305892,0.02910227437244638
22,RECOLFRE00 [RES.FREEZERS: .00.],UK,2010,152.777777777778,1,6.94444444444444,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.858325268073987,0.1,ELC,RES.FREEZERS,0.043134704068344604,0.03047548532733855,0.04866950182635154,0.06327770704019221,0.052059508852390135,0.018015432586425385,0.060648413968349274,0.0452353119191349,0.013920283242455412,0.06916143978837223,RES.FREEZERS,0.0452353119191349,0.03365418292165613,0.05640521080825789,0.03708851004278948,0.034932330555734886,0.05037013110995561,0.03911131760280975,0.045111682180186435,0.05424985460470352,0.04055618014568139,0.043923821303297576,0.031664718343394425,0.015513199601448455,0.027585760241595286
23,RECOLFRE01 [RES.FREEZERS: .01.CLASS-A+.],UK,2010,152.777777777778,1,7.63888888888889,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.04190517484119,0.1,ELC,RES.FREEZERS,0.043134704068344604,0.03047548532733855,0.04866950182635154,0.06327770704019221,0.052059508852390135,0.018015432586425385,0.060648413968349274,0.0452353119191349,0.013920283242455412,0.06916143978837223,RES.FREEZERS,0.0452353119191349,0.03365418292165613,0.05640521080825789,0.03708851004278948,0.034932330555734886,0.05037013110995561,0.03911131760280975,0.045111682180186435,0.05424985460470352,0.04055618014568139,0.043923821303297576,0.031664718343394425,0.015513199601448455,0.027585760241595286
24,RECOLFRE02 [RES.FREEZERS: .01.CLASS-A+++.],UK,2010,180.555555555556,1,9.02777777777778,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.27343965813923,0.1,ELC,RES.FREEZERS,0.043134704068344604,0.03047548532733855,0.04866950182635154,0.06327770704019221,0.052059508852390135,0.018015432586425385,0.060648413968349274,0.0452353119191349,0.013920283242455412,0.06916143978837223,RES.FREEZERS,0.0452353119191349,0.03365418292165613,0.05640521080825789,0.03708851004278948,0.034932330555734886,0.05037013110995561,0.03911131760280975,0.045111682180186435,0.05424985460470352,0.04055618014568139,0.043923821303297576,0.031664718343394425,0.015513199601448455,0.027585760241595286
25,RECOLREF00 [RES.REFRIGERATORS: .00.],UK,2010,243.055555555556,1,11.4583333333333,1,0,1,2.0,100,100000000.0,15.0,1.0,1,0.763291334037606,0.1,ELC,RES.REFRIGERATORS,0.043134704068344604,0.03047548532733855,0.04866950182635154,0.06327770704019221,0.052059508852390135,0.018015432586425385,0.060648413968349274,0.0452353119191349,0.013920283242455412,0.06916143978837223,RES.REFRIGERATORS,0.0452353119191349,0.03365418292165613,0.05640521080825789,0.03708851004278948,0.034932330555734886,0.05037013110995561,0.03911131760280975,0.045111682180186435,0.05424985460470352,0.04055618014568139,0.043923821303297576,0.031664718343394425,0.015513199601448455,0.027585760241595286
26,RECOLREF01 [RES.REFRIGERATORS: .01.CLASS-A+.],UK,2010,243.055555555556,1,12.1527777777778,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,0.926545239230526,0.1,ELC,RES.REFRIGERATORS,0.043134704068344604,0.03047548532733855,0.04866950182635154,0.06327770704019221,0.052059508852390135,0.018015432586425385,0.060648413968349274,0.0452353119191349,0.013920283242455412,0.06916143978837223,RES.REFRIGERATORS,0.0452353119191349,0.03365418292165613,0.05640521080825789,0.03708851004278948,0.034932330555734886,0.05037013110995561,0.03911131760280975,0.045111682180186435,0.05424985460470352,0.04055618014568139,0.043923821303297576,0.031664718343394425,0.015513199601448455,0.027585760241595286
27,RECOLREF02 [RES.REFRIGERATORS: .01.CLASS-A+++.],UK,2010,270.833333333333,1,13.5416666666667,1,0,1,100000000.0,100,100000000.0,15.0,1.0,1,1.13244418128175,0.1,ELC,RES.REFRIGERATORS,0.043134704068344604,0.03047548532733855,0.04866950182635154,0.06327770704019221,0.052059508852390135,0.018015432586425385,0.060648413968349274,0.0452353119191349,0.013920283242455412,0.06916143978837223,RES.REFRIGERATORS,0.0452353119191349,0.03365418292165613,0.05640521080825789,0.03708851004278948,0.034932330555734886,0.05037013110995561,0.03911131760280975,0.045111682180186435,0.05424985460470352,0.04055618014568139,0.043923821303297576,0.031664718343394425,0.015513199601448455,0.027585760241595286
28,RECOMPUT00 [RES.COMPUTERS: .00.],UK,2010,802.099253931767,1,0.0,1,0,1,2.0,100,100000000.0,5.0,1.0,1,0.6,0.1,ELC,RES.COMPUTERS,0.04665616772657874,0.03296346609283147,0.03755969211079739,0.048833275556973636,0.05630958248680619,0.02862777565482228,0.046804172431985334,0.048928266592933645,0.022120298461046677,0.0533739259065978,RES.COMPUTERS,0.048928266592933645,0.03640166861017275,0.06101006215212242,0.04011636993135616,0.0377841626293834,0.054482286044023415,0.04230431698784607,0.034814017602509024,0.041866215176769056,0.04386713631391029,0.04750970751235228,0.034249786615053554,0.024651553369491676,0.029837827440703023
29,RECOMPUT01 [RES.COMPUTERS: .01.],UK,2010,802.099253931767,1,0.0,1,0,1,100000000.0,100,100000000.0,5.0,1.0,1,0.6,0.1,ELC,RES.COMPUTERS,0.04665616772657874,0.03296346609283147,0.03755969211079739,0.048833275556973636,0.05630958248680619,0.02862777565482228,0.046804172431985334,0.048928266592933645,0.022120298461046677,0.0533739259065978,RES.COMPUTERS,0.048928266592933645,0.03640166861017275,0.06101006215212242,0.04011636993135616,0.0377841626293834,0.054482286044023415,0.04230431698784607,0.034814017602509024,0.041866215176769056,0.04386713631391029,0.04750970751235228,0.034249786615053554,0.024651553369491676,0.029837827440703023
30,RELITCON00 [RES.LIGHTING: .00.CONVENTIONAL.],UK,2010,0.260416666666667,1,0.0,1,0,1,2.0,100,100000000.0,1.0,1.0,1,10.7251815634471,0.1,ELC,RES.LIGHTING,0.04584805797373606,0.03239252124812787,0.04061070398126047,0.052800052040615005,0.05533427043261523,0.024857831851740706,0.0506061228115556,0.04808080287377113,0.019207313424729665,0.05770954402172696,RES.LIGHTING,0.04808080287377113,0.03577117226087936,0.05995333527871953,0.03942153297046051,0.03712972074502768,0.05353862374052353,0.04157158361493873,0.037641995548931835,0.04526705028209634,0.043107334075280314,0.04668681399438415,0.033656562011639794,0.02140523161602372,0.029321020327444706
31,RELITCON01 [RES.LIGHTING: .01.CONVENTIONAL.],UK,2010,0.260416666666667,1,0.0,1,0,1,100000000.0,100,100000000.0,1.0,1.0,1,10.7251815634471,0.1,ELC,RES.LIGHTING,0.04584805797373606,0.03239252124812787,0.04061070398126047,0.052800052040615005,0.05533427043261523,0.024857831851740706,0.0506061228115556,0.04808080287377113,0.019207313424729665,0.05770954402172696,RES.LIGHTING,0.04808080287377113,0.03577117226087936,0.05995333527871953,0.03942153297046051,0.03712972074502768,0.05353862374052353,0.04157158361493873,0.037641995548931835,0.04526705028209634,0.043107334075280314,0.04668681399438415,0.033656562011639794,0.02140523161602372,0.029321020327444706
32,RELITENS00 [RES.LIGHTING: .00.ENERGY-SAVING.],UK,2010,0.78125,1,0.0,1,0,1,2.0,100,100000000.0,7.0,1.0,1,25.249808575804,0.1,ELC,RES.LIGHTING,0.04584805797373606,0.03239252124812787,0.04061070398126047,0.052800052040615005,0.05533427043261523,0.024857831851740706,0.0506061228115556,0.04808080287377113,0.019207313424729665,0.05770954402172696,RES.LIGHTING,0.04808080287377113,0.03577117226087936,0.05995333527871953,0.03942153297046051,0.03712972074502768,0.05353862374052353,0.04157158361493873,0.037641995548931835,0.04526705028209634,0.043107334075280314,0.04668681399438415,0.033656562011639794,0.02140523161602372,0.029321020327444706
33,RELITENS01 [RES.LIGHTING: .01.ENERGY-SAVING.],UK,2010,0.78125,1,0.0,1,0,1,100000000.0,100,100000000.0,7.0,1.0,1,25.249808575804,0.1,ELC,RES.LIGHTING,0.04584805797373606,0.03239252124812787,0.04061070398126047,0.052800052040615005,0.05533427043261523,0.024857831851740706,0.0506061228115556,0.04808080287377113,0.019207313424729665,0.05770954402172696,RES.LIGHTING,0.04808080287377113,0.03577117226087936,0.05995333527871953,0.03942153297046051,0.03712972074502768,0.05353862374052353,0.04157158361493873,0.037641995548931835,0.04526705028209634,0.043107334075280314,0.04668681399438415,0.033656562011639794,0.02140523161602372,0.029321020327444706
34,RELITLED00 [RES.LIGHTING: .00.LED.],UK,2010,2.08333333333333,1,0.0,1,0,1,2.0,100,100000000.0,21.0,1.0,1,12.5850340136054,0.1,ELC,RES.LIGHTING,0.04584805797373606,0.03239252124812787,0.04061070398126047,0.052800052040615005,0.05533427043261523,0.024857831851740706,0.0506061228115556,0.04808080287377113,0.019207313424729665,0.05770954402172696,RES.LIGHTING,0.04808080287377113,0.03577117226087936,0.05995333527871953,0.03942153297046051,0.03712972074502768,0.05353862374052353,0.04157158361493873,0.037641995548931835,0.04526705028209634,0.043107334075280314,0.04668681399438415,0.033656562011639794,0.02140523161602372,0.029321020327444706
35,RELITLED01 [RES.LIGHTING: .01.LED.],UK,2010,2.08333333333333,1,0.0,1,0,1,100000000.0,100,100000000.0,21.0,1.0,1,12.5850340136054,0.1,ELC,RES.LIGHTING,0.04584805797373606,0.03239252124812787,0.04061070398126047,0.052800052040615005,0.05533427043261523,0.024857831851740706,0.0506061228115556,0.04808080287377113,0.019207313424729665,0.05770954402172696,RES.LIGHTING,0.04808080287377113,0.03577117226087936,0.05995333527871953,0.03942153297046051,0.03712972074502768,0.05353862374052353,0.04157158361493873,0.037641995548931835,0.04526705028209634,0.043107334075280314,0.04668681399438415,0.033656562011639794,0.02140523161602372,0.029321020327444706
36,REOTHER00 [RES.OTHER: .00.ALL.],UK,2010,0.0,1,0.0,1,0,1,2.0,100,100000000.0,50.0,1.0,1,0.7,0.1,ELC,RES.OTHER,0.03257426452307195,0.02301433479058575,0.06965321747904404,0.09055970833174541,0.03931405695080367,0.019010747009728927,0.08679680311848387,0.03416059175699636,0.014689349354036116,0.09898019552226074,RES.OTHER,0.03416059175699636,0.02541480880594225,0.042595823873895954,0.02800832793442183,0.02638003437155763,0.03803828055103378,0.029535902307830514,0.0645614541310293,0.07763952329879843,0.03062702686026528,0.0331701863940171,0.023912414229897448,0.016370270961841037,0.020832085685716206
37,REOTHER01 [RES.OTHER: .01.ALL.],UK,2010,0.0,1,0.0,1,0,1,100000000.0,100,100000000.0,50.0,1.0,1,0.7,0.1,ELC,RES.OTHER,0.03257426452307195,0.02301433479058575,0.06965321747904404,0.09055970833174541,0.03931405695080367,0.019010747009728927,0.08679680311848387,0.03416059175699636,0.014689349354036116,0.09898019552226074,RES.OTHER,0.03416059175699636,0.02541480880594225,0.042595823873895954,0.02800832793442183,0.02638003437155763,0.03803828055103378,0.029535902307830514,0.0645614541310293,0.07763952329879843,0.03062702686026528,0.0331701863940171,0.023912414229897448,0.016370270961841037,0.020832085685716206
38,REWETALL00 [RES.WET-APPLIANCES: .00.WASHING-MACHINE.DRIER.DISHWASHER.],UK,2010,947.079230225173,1,47.3539615112587,1,0,1,2.0,100,100000000.0,13.0,1.0,1,0.6,0.1,ELC,RES.WET.APPLIANCES,0.04432386241107784,0.03131564821725726,0.04756886197776181,0.06184670891441907,0.0534947105213833,0.014544386676439229,0.059276876174403983,0.046482380833055094,0.0112382526010718,0.0675973835773899,RES.WET.APPLIANCES,0.046482380833055094,0.03458197768120168,0.057960216886426184,0.03811098399014861,0.035895361906214285,0.051758759197888374,0.040189557285385966,0.04409150089249664,0.05302301747842321,0.041674252496269784,0.04513473441086824,0.032537666583138565,0.012524260658734406,0.028346257795489615
39,REWETALL01 [RES.WET-APPLIANCES: .01.WASHING-MACHINE.DRIER.DISHWASHER.],UK,2010,947.079230225173,1,47.3539615112587,1,0,1,100000000.0,100,100000000.0,13.0,1.0,1,0.6,0.1,ELC,RES.WET.APPLIANCES,0.04432386241107784,0.03131564821725726,0.04756886197776181,0.06184670891441907,0.0534947105213833,0.014544386676439229,0.059276876174403983,0.046482380833055094,0.0112382526010718,0.0675973835773899,RES.WET.APPLIANCES,0.046482380833055094,0.03458197768120168,0.057960216886426184,0.03811098399014861,0.035895361906214285,0.051758759197888374,0.040189557285385966,0.04409150089249664,0.05302301747842321,0.041674252496269784,0.04513473441086824,0.032537666583138565,0.012524260658734406,0.028346257795489615
40,RHEAAHBRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.NGA.BOILER.RADIATOR.],UK,2010,10.5209266569536,1,0.631255599417215,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,0.84,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
41,RHEAAHHRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.HDG.BOILER.RADIATOR.],UK,2010,10.5209266569536,1,0.631255599417215,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.51,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
42,RHEAAHPRE00 [RES.HEAT.EXISTING-AVERAGE: .00.ELC.HEAT PUMP.AIR.RADIATOR.],UK,2010,30.9743189793675,1,3.09743189793675,1,0,1,2.0,100,100000000.0,20.0,1.0,1,2.71942348008938,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
43,RHEAAHPRE01 [RES.HEAT.EXISTING-AVERAGE: .01.ELC.HEAT PUMP.AIR.RADIATOR.],UK,2010,30.9743189793675,1,1.54871594896837,1,0,1,100000000.0,100,100000000.0,20.0,1.0,1,2.51,0.1,ELC,RES.SPACE-HEAT.EXISTING-AVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
